RecordNumber,Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Xaxis,Yaxis,Zaxis,WorldRegion,Country,LocationText,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,Notes
11215,12942,STANDARD,KEENE,NY,PRIMARY,44.25,-73.78,0.2,-0.68,0.69,NA,US,"Keene, NY",NA-US-NY-KEENE,FALSE,317,531,8289759,
11223,12944,STANDARD,KEESEVILLE,NY,PRIMARY,44.5,-73.48,0.2,-0.68,0.7,NA,US,"Keeseville, NY",NA-US-NY-KEESEVILLE,FALSE,1812,3187,52662362,
11225,12106,STANDARD,KINDERHOOK,NY,PRIMARY,42.39,-73.7,0.2,-0.7,0.67,NA,US,"Kinderhook, NY",NA-US-NY-KINDERHOOK,FALSE,1312,2236,54554280,
11226,13081,STANDARD,KING FERRY,NY,PRIMARY,42.66,-76.61,0.17,-0.71,0.67,NA,US,"King Ferry, NY",NA-US-NY-KING FERRY,FALSE,554,987,19312874,
11230,13082,STANDARD,KIRKVILLE,NY,PRIMARY,43.07,-75.95,0.17,-0.7,0.68,NA,US,"Kirkville, NY",NA-US-NY-KIRKVILLE,FALSE,2348,4083,82687054,
11231,13795,STANDARD,KIRKWOOD,NY,PRIMARY,42.03,-75.79,0.18,-0.71,0.66,NA,US,"Kirkwood, NY",NA-US-NY-KIRKWOOD,FALSE,1857,3219,59480812,
11236,13083,STANDARD,LACONA,NY,PRIMARY,43.64,-76.06,0.17,-0.7,0.69,NA,US,"Lacona, NY",NA-US-NY-LACONA,FALSE,792,1470,26023962,
11239,13656,STANDARD,LA FARGEVILLE,NY,PRIMARY,44.18,-75.95,0.17,-0.69,0.69,NA,US,"La Fargeville, NY",NA-US-NY-LA FARGEVILLE,FALSE,1130,2118,34601571,
11243,13084,STANDARD,LA FAYETTE,NY,PRIMARY,42.88,-76.1,0.17,-0.71,0.68,NA,US,"La Fayette, NY",NA-US-NY-LA FAYETTE,FALSE,2258,3979,99232666,
11247,12945,STANDARD,LAKE CLEAR,NY,PRIMARY,44.36,-74.25,0.19,-0.68,0.69,NA,US,"Lake Clear, NY",NA-US-NY-LAKE CLEAR,FALSE,344,589,10380656,
11250,12845,STANDARD,LAKE GEORGE,NY,PRIMARY,43.42,-73.71,0.2,-0.69,0.68,NA,US,"Lake George, NY",NA-US-NY-LAKE GEORGE,FALSE,2650,4377,89166137,
11252,12846,STANDARD,LAKE LUZERNE,NY,PRIMARY,43.32,-73.8,0.2,-0.69,0.68,NA,US,"Lake Luzerne, NY",NA-US-NY-LAKE LUZERNE,FALSE,1655,2848,47085208,
11254,12946,STANDARD,LAKE PLACID,NY,PRIMARY,44.28,-73.98,0.19,-0.68,0.69,NA,US,"Lake Placid, NY",NA-US-NY-LAKE PLACID,FALSE,2893,4566,92540183,
11257,12110,STANDARD,LATHAM,NY,PRIMARY,42.74,-73.74,0.2,-0.7,0.67,NA,US,"Latham, NY",NA-US-NY-LATHAM,FALSE,10212,17260,463248183,
11262,13796,STANDARD,LAURENS,NY,PRIMARY,42.53,-75.08,0.18,-0.71,0.67,NA,US,"Laurens, NY",NA-US-NY-LAURENS,FALSE,604,1048,18806297,
11264,13363,STANDARD,LEE CENTER,NY,PRIMARY,43.3,-75.51,0.18,-0.7,0.68,NA,US,"Lee Center, NY",NA-US-NY-LEE CENTER,FALSE,1141,2027,39455578,
11268,12950,STANDARD,LEWIS,NY,PRIMARY,44.27,-73.57,0.2,-0.68,0.69,NA,US,"Lewis, NY",NA-US-NY-LEWIS,FALSE,375,670,10725919,
11269,13658,STANDARD,LISBON,NY,PRIMARY,44.72,-75.26,0.18,-0.68,0.7,NA,US,"Lisbon, NY",NA-US-NY-LISBON,FALSE,1063,1950,35139612,
11270,13797,STANDARD,LISLE,NY,PRIMARY,42.35,-76,0.17,-0.71,0.67,NA,US,"Lisle, NY",NA-US-NY-LISLE,FALSE,986,1735,27940922,
11272,13365,STANDARD,LITTLE FALLS,NY,PRIMARY,43.04,-74.85,0.19,-0.7,0.68,NA,US,"Little Falls, NY",NA-US-NY-LITTLE FALLS,FALSE,3822,6606,115372754,
11275,13088,STANDARD,LIVERPOOL,NY,PRIMARY,43.1,-76.21,0.17,-0.7,0.68,NA,US,"Liverpool, NY",NA-US-NY-LIVERPOOL,FALSE,11916,18946,414639957,
11283,13090,STANDARD,LIVERPOOL,NY,PRIMARY,43.1,-76.21,0.17,-0.7,0.68,NA,US,"Liverpool, NY",NA-US-NY-LIVERPOOL,FALSE,15076,26337,669746981,
11289,13092,STANDARD,LOCKE,NY,PRIMARY,42.66,-76.43,0.17,-0.71,0.67,NA,US,"Locke, NY",NA-US-NY-LOCKE,FALSE,1130,2015,37212603,
11292,12847,STANDARD,LONG LAKE,NY,PRIMARY,43.97,-74.42,0.19,-0.69,0.69,NA,US,"Long Lake, NY",NA-US-NY-LONG LAKE,FALSE,367,601,8657852,
11298,13367,STANDARD,LOWVILLE,NY,PRIMARY,43.78,-75.48,0.18,-0.69,0.69,NA,US,"Lowville, NY",NA-US-NY-LOWVILLE,FALSE,3628,6623,109339713,
11307,12952,STANDARD,LYON MOUNTAIN,NY,PRIMARY,44.72,-73.92,0.19,-0.68,0.7,NA,US,"Lyon Mountain, NY",NA-US-NY-LYON MOUNTAIN,FALSE,277,468,7502712,
11311,13368,STANDARD,LYONS FALLS,NY,PRIMARY,43.61,-75.36,0.18,-0.7,0.68,NA,US,"Lyons Falls, NY",NA-US-NY-LYONS FALLS,FALSE,572,967,15624523,
11316,13801,STANDARD,MC DONOUGH,NY,PRIMARY,42.49,-75.76,0.18,-0.71,0.67,NA,US,"Mc Donough, NY",NA-US-NY-MC DONOUGH,FALSE,507,916,12987476,
11318,13101,STANDARD,MC GRAW,NY,PRIMARY,42.59,-76.09,0.17,-0.71,0.67,NA,US,"Mc Graw, NY",NA-US-NY-MC GRAW,FALSE,1216,2131,38641825,
11322,13402,STANDARD,MADISON,NY,PRIMARY,42.89,-75.51,0.18,-0.7,0.68,NA,US,"Madison, NY",NA-US-NY-MADISON,FALSE,687,1191,19610781,
11324,13660,STANDARD,MADRID,NY,PRIMARY,44.75,-75.15,0.18,-0.68,0.7,NA,US,"Madrid, NY",NA-US-NY-MADRID,FALSE,819,1536,26818771,
11326,13802,STANDARD,MAINE,NY,PRIMARY,42.19,-76.06,0.17,-0.71,0.67,NA,US,"Maine, NY",NA-US-NY-MAINE,FALSE,490,869,16575004,
11330,12953,STANDARD,MALONE,NY,PRIMARY,44.84,-74.29,0.19,-0.68,0.7,NA,US,"Malone, NY",NA-US-NY-MALONE,FALSE,5002,8697,158536956,
11333,13104,STANDARD,MANLIUS,NY,PRIMARY,43,-75.97,0.17,-0.7,0.68,NA,US,"Manlius, NY",NA-US-NY-MANLIUS,FALSE,7629,14081,532753376,
11334,13661,STANDARD,MANNSVILLE,NY,PRIMARY,43.71,-76.06,0.17,-0.7,0.69,NA,US,"Mannsville, NY",NA-US-NY-MANNSVILLE,FALSE,647,1185,19803154,
11335,13803,STANDARD,MARATHON,NY,PRIMARY,42.44,-76.03,0.17,-0.71,0.67,NA,US,"Marathon, NY",NA-US-NY-MARATHON,FALSE,1798,3296,55939062,
11343,13108,STANDARD,MARCELLUS,NY,PRIMARY,42.98,-76.34,0.17,-0.71,0.68,NA,US,"Marcellus, NY",NA-US-NY-MARCELLUS,FALSE,3108,5576,136759116,
11347,13403,STANDARD,MARCY,NY,PRIMARY,43.17,-75.29,0.18,-0.7,0.68,NA,US,"Marcy, NY",NA-US-NY-MARCY,FALSE,2168,3831,90755926,
11348,13110,STANDARD,MARIETTA,NY,PRIMARY,42.9,-76.32,0.17,-0.71,0.68,NA,US,"Marietta, NY",NA-US-NY-MARIETTA,FALSE,1164,2062,45428230,
11352,13111,STANDARD,MARTVILLE,NY,PRIMARY,43.28,-76.62,0.16,-0.7,0.68,NA,US,"Martville, NY",NA-US-NY-MARTVILLE,FALSE,732,1307,21304621,
11353,12116,STANDARD,MARYLAND,NY,PRIMARY,42.53,-74.88,0.19,-0.71,0.67,NA,US,"Maryland, NY",NA-US-NY-MARYLAND,FALSE,843,1456,24759880,
11358,13662,STANDARD,MASSENA,NY,PRIMARY,44.92,-74.89,0.18,-0.68,0.7,NA,US,"Massena, NY",NA-US-NY-MASSENA,FALSE,7524,12957,235430483,
11361,12117,STANDARD,MAYFIELD,NY,PRIMARY,43.1,-74.26,0.19,-0.7,0.68,NA,US,"Mayfield, NY",NA-US-NY-MAYFIELD,FALSE,1626,2805,51088255,
11362,12118,STANDARD,MECHANICVILLE,NY,PRIMARY,42.9,-73.69,0.2,-0.7,0.68,NA,US,"Mechanicville, NY",NA-US-NY-MECHANICVILLE,FALSE,6901,11777,282986422,
11364,12120,STANDARD,MEDUSA,NY,PRIMARY,42.45,-74.14,0.2,-0.7,0.67,NA,US,"Medusa, NY",NA-US-NY-MEDUSA,FALSE,261,476,9039192,
11365,12121,STANDARD,MELROSE,NY,PRIMARY,42.85,-73.6,0.2,-0.7,0.68,NA,US,"Melrose, NY",NA-US-NY-MELROSE,FALSE,964,1764,42843944,
11366,13112,STANDARD,MEMPHIS,NY,PRIMARY,43.08,-76.37,0.17,-0.7,0.68,NA,US,"Memphis, NY",NA-US-NY-MEMPHIS,FALSE,930,1647,36312151,
11369,13114,STANDARD,MEXICO,NY,PRIMARY,43.46,-76.23,0.17,-0.7,0.68,NA,US,"Mexico, NY",NA-US-NY-MEXICO,FALSE,2970,5422,107647424,
11370,12122,STANDARD,MIDDLEBURGH,NY,PRIMARY,42.59,-74.32,0.19,-0.7,0.67,NA,US,"Middleburgh, NY",NA-US-NY-MIDDLEBURGH,FALSE,1997,3493,63347163,
11376,12849,STANDARD,MIDDLE GRANVILLE,NY,PRIMARY,43.45,-73.3,0.2,-0.69,0.68,NA,US,"Middle Granville, NY",NA-US-NY-MIDDLE GRANVILLE,FALSE,342,601,10200894,
11378,12850,STANDARD,MIDDLE GROVE,NY,PRIMARY,43.11,-74.02,0.2,-0.7,0.68,NA,US,"Middle Grove, NY",NA-US-NY-MIDDLE GROVE,FALSE,1301,2376,55359127,
11382,13406,STANDARD,MIDDLEVILLE,NY,PRIMARY,43.13,-74.97,0.18,-0.7,0.68,NA,US,"Middleville, NY",NA-US-NY-MIDDLEVILLE,FALSE,394,688,12014786,
11384,13807,STANDARD,MILFORD,NY,PRIMARY,42.59,-74.94,0.19,-0.71,0.67,NA,US,"Milford, NY",NA-US-NY-MILFORD,FALSE,611,1056,17356821,
11387,12956,STANDARD,MINEVILLE,NY,PRIMARY,44.08,-73.52,0.2,-0.68,0.69,NA,US,"Mineville, NY",NA-US-NY-MINEVILLE,FALSE,529,913,15438631,
11390,13116,STANDARD,MINOA,NY,PRIMARY,43.07,-76,0.17,-0.7,0.68,NA,US,"Minoa, NY",NA-US-NY-MINOA,FALSE,1711,2992,65411187,
11391,13407,STANDARD,MOHAWK,NY,PRIMARY,43,-75,0.18,-0.7,0.68,NA,US,"Mohawk, NY",NA-US-NY-MOHAWK,FALSE,2470,4325,74147344,
11396,12957,STANDARD,MOIRA,NY,PRIMARY,44.86,-74.57,0.18,-0.68,0.7,NA,US,"Moira, NY",NA-US-NY-MOIRA,FALSE,735,1332,19222539,
11399,12958,STANDARD,MOOERS,NY,PRIMARY,44.96,-73.58,0.19,-0.67,0.7,NA,US,"Mooers, NY",NA-US-NY-MOOERS,FALSE,912,1602,30615302,
11400,12959,STANDARD,MOOERS FORKS,NY,PRIMARY,44.96,-73.69,0.19,-0.67,0.7,NA,US,"Mooers Forks, NY",NA-US-NY-MOOERS FORKS,FALSE,639,1160,21612221,
11401,13118,STANDARD,MORAVIA,NY,PRIMARY,42.71,-76.42,0.17,-0.71,0.67,NA,US,"Moravia, NY",NA-US-NY-MORAVIA,FALSE,2504,4404,81414439,
11404,12960,STANDARD,MORIAH,NY,PRIMARY,44.05,-73.5,0.2,-0.68,0.69,NA,US,"Moriah, NY",NA-US-NY-MORIAH,FALSE,502,905,17331088,
11407,13808,STANDARD,MORRIS,NY,PRIMARY,42.54,-75.24,0.18,-0.71,0.67,NA,US,"Morris, NY",NA-US-NY-MORRIS,FALSE,790,1411,23193396,
11411,12962,STANDARD,MORRISONVILLE,NY,PRIMARY,44.69,-73.55,0.2,-0.68,0.7,NA,US,"Morrisonville, NY",NA-US-NY-MORRISONVILLE,FALSE,2654,4812,109501927,
11413,13664,STANDARD,MORRISTOWN,NY,PRIMARY,44.58,-75.64,0.17,-0.68,0.7,NA,US,"Morristown, NY",NA-US-NY-MORRISTOWN,FALSE,265,481,8858233,
11414,13408,STANDARD,MORRISVILLE,NY,PRIMARY,42.89,-75.64,0.18,-0.7,0.68,NA,US,"Morrisville, NY",NA-US-NY-MORRISVILLE,FALSE,1117,1954,36132101,
11416,13809,STANDARD,MOUNT UPTON,NY,PRIMARY,42.42,-75.38,0.18,-0.71,0.67,NA,US,"Mount Upton, NY",NA-US-NY-MOUNT UPTON,FALSE,747,1318,22031262,
11418,13810,STANDARD,MOUNT VISION,NY,PRIMARY,42.57,-75.05,0.18,-0.71,0.67,NA,US,"Mount Vision, NY",NA-US-NY-MOUNT VISION,FALSE,526,906,15251544,
11420,13409,STANDARD,MUNNSVILLE,NY,PRIMARY,42.97,-75.58,0.18,-0.7,0.68,NA,US,"Munnsville, NY",NA-US-NY-MUNNSVILLE,FALSE,1091,1917,33876638,
11424,12123,STANDARD,NASSAU,NY,PRIMARY,42.51,-73.61,0.2,-0.7,0.67,NA,US,"Nassau, NY",NA-US-NY-NASSAU,FALSE,2573,4397,109209650,
11425,13665,STANDARD,NATURAL BRIDGE,NY,PRIMARY,44.09,-75.47,0.18,-0.69,0.69,NA,US,"Natural Bridge, NY",NA-US-NY-NATURAL BRIDGE,FALSE,392,739,11556444,
11427,13120,STANDARD,NEDROW,NY,PRIMARY,42.97,-76.14,0.17,-0.71,0.68,NA,US,"Nedrow, NY",NA-US-NY-NEDROW,FALSE,1085,1890,33859298,
11434,13811,STANDARD,NEWARK VALLEY,NY,PRIMARY,42.22,-76.18,0.17,-0.71,0.67,NA,US,"Newark Valley, NY",NA-US-NY-NEWARK VALLEY,FALSE,2038,3675,70315977,
11438,12124,PO BOX,NEW BALTIMORE,NY,PRIMARY,42.45,-73.79,0.2,-0.7,0.67,NA,US,"New Baltimore, NY",NA-US-NY-NEW BALTIMORE,FALSE,318,534,12809676,
11439,13411,STANDARD,NEW BERLIN,NY,PRIMARY,42.62,-75.33,0.18,-0.71,0.67,NA,US,"New Berlin, NY",NA-US-NY-NEW BERLIN,FALSE,1411,2513,38321970,
11448,13413,STANDARD,NEW HARTFORD,NY,PRIMARY,43.07,-75.28,0.18,-0.7,0.68,NA,US,"New Hartford, NY",NA-US-NY-NEW HARTFORD,FALSE,7929,13611,367751868,
11451,12125,STANDARD,NEW LEBANON,NY,PRIMARY,42.46,-73.39,0.21,-0.7,0.67,NA,US,"New Lebanon, NY",NA-US-NY-NEW LEBANON,FALSE,768,1227,26212546,
11455,13416,STANDARD,NEWPORT,NY,PRIMARY,43.18,-75.01,0.18,-0.7,0.68,NA,US,"Newport, NY",NA-US-NY-NEWPORT,FALSE,966,1733,32331770,
11458,13122,STANDARD,NEW WOODSTOCK,NY,PRIMARY,42.84,-75.85,0.17,-0.71,0.68,NA,US,"New Woodstock, NY",NA-US-NY-NEW WOODSTOCK,FALSE,488,911,17428334,
11461,13417,STANDARD,NEW YORK MILLS,NY,PRIMARY,43.1,-75.29,0.18,-0.7,0.68,NA,US,"New York Mills, NY",NA-US-NY-NEW YORK MILLS,FALSE,1744,2653,51117593,
11464,13812,STANDARD,NICHOLS,NY,PRIMARY,42,-77.26,0.16,-0.72,0.66,NA,US,"Nichols, NY",NA-US-NY-NICHOLS,FALSE,1057,1895,33249860,
11471,13813,STANDARD,NINEVEH,NY,PRIMARY,42.19,-75.6,0.18,-0.71,0.67,NA,US,"Nineveh, NY",NA-US-NY-NINEVEH,FALSE,434,766,11627514,
11474,12130,STANDARD,NIVERVILLE,NY,PRIMARY,42.44,-73.64,0.2,-0.7,0.67,NA,US,"Niverville, NY",NA-US-NY-NIVERVILLE,FALSE,590,995,20184359,
11475,13667,STANDARD,NORFOLK,NY,PRIMARY,44.8,-74.98,0.18,-0.68,0.7,NA,US,"Norfolk, NY",NA-US-NY-NORFOLK,FALSE,1432,2539,42749817,
11477,12966,STANDARD,NORTH BANGOR,NY,PRIMARY,44.79,-74.41,0.19,-0.68,0.7,NA,US,"North Bangor, NY",NA-US-NY-NORTH BANGOR,FALSE,1220,2234,37357656,
11480,13123,PO BOX,NORTH BAY,NY,PRIMARY,43.22,-75.79,0.17,-0.7,0.68,NA,US,"North Bay, NY",NA-US-NY-NORTH BAY,FALSE,258,451,5933714,
11484,12853,STANDARD,NORTH CREEK,NY,PRIMARY,43.69,-73.98,0.19,-0.69,0.69,NA,US,"North Creek, NY",NA-US-NY-NORTH CREEK,FALSE,650,1136,16958019,
11493,12967,STANDARD,NORTH LAWRENCE,NY,PRIMARY,44.76,-74.65,0.18,-0.68,0.7,NA,US,"North Lawrence, NY",NA-US-NY-NORTH LAWRENCE,FALSE,482,857,13210926,
11498,12134,STANDARD,NORTHVILLE,NY,PRIMARY,43.22,-74.17,0.19,-0.7,0.68,NA,US,"Northville, NY",NA-US-NY-NORTHVILLE,FALSE,1772,3112,51559912,
11500,13815,STANDARD,NORWICH,NY,PRIMARY,42.53,-75.52,0.18,-0.71,0.67,NA,US,"Norwich, NY",NA-US-NY-NORWICH,FALSE,6102,10438,186077517,
11505,13668,STANDARD,NORWOOD,NY,PRIMARY,44.74,-74.99,0.18,-0.68,0.7,NA,US,"Norwood, NY",NA-US-NY-NORWOOD,FALSE,1467,2591,47386113,
11510,13669,STANDARD,OGDENSBURG,NY,PRIMARY,44.7,-75.47,0.17,-0.68,0.7,NA,US,"Ogdensburg, NY",NA-US-NY-OGDENSBURG,FALSE,6846,11813,219155447,
11513,12136,STANDARD,OLD CHATHAM,NY,PRIMARY,42.42,-73.56,0.2,-0.7,0.67,NA,US,"Old Chatham, NY",NA-US-NY-OLD CHATHAM,FALSE,463,776,20891334,
11514,13420,STANDARD,OLD FORGE,NY,PRIMARY,43.71,-74.97,0.18,-0.69,0.69,NA,US,"Old Forge, NY",NA-US-NY-OLD FORGE,FALSE,821,1361,20604918,
11516,12857,STANDARD,OLMSTEDVILLE,NY,PRIMARY,43.86,-74.06,0.19,-0.69,0.69,NA,US,"Olmstedville, NY",NA-US-NY-OLMSTEDVILLE,FALSE,299,512,7057434,
11517,13421,STANDARD,ONEIDA,NY,PRIMARY,43.08,-75.65,0.18,-0.7,0.68,NA,US,"Oneida, NY",NA-US-NY-ONEIDA,FALSE,6393,10880,204623953,
11522,13820,STANDARD,ONEONTA,NY,PRIMARY,42.45,-75.06,0.19,-0.71,0.67,NA,US,"Oneonta, NY",NA-US-NY-ONEONTA,FALSE,7979,13019,251677552,
11527,13424,STANDARD,ORISKANY,NY,PRIMARY,43.15,-75.33,0.18,-0.7,0.68,NA,US,"Oriskany, NY",NA-US-NY-ORISKANY,FALSE,1114,1939,40270755,
11528,13425,STANDARD,ORISKANY FALLS,NY,PRIMARY,42.93,-75.46,0.18,-0.7,0.68,NA,US,"Oriskany Falls, NY",NA-US-NY-ORISKANY FALLS,FALSE,873,1497,26468708,
11532,13126,STANDARD,OSWEGO,NY,PRIMARY,43.45,-76.5,0.16,-0.7,0.68,NA,US,"Oswego, NY",NA-US-NY-OSWEGO,FALSE,14548,25103,513289414,
11544,13825,STANDARD,OTEGO,NY,PRIMARY,42.39,-75.17,0.18,-0.71,0.67,NA,US,"Otego, NY",NA-US-NY-OTEGO,FALSE,1589,2810,44986141,
11546,13827,STANDARD,OWEGO,NY,PRIMARY,42.1,-76.26,0.17,-0.72,0.67,NA,US,"Owego, NY",NA-US-NY-OWEGO,FALSE,5569,9721,193466968,
11557,13830,STANDARD,OXFORD,NY,PRIMARY,42.44,-75.59,0.18,-0.71,0.67,NA,US,"Oxford, NY",NA-US-NY-OXFORD,FALSE,2188,3854,63630529,
11563,13428,STANDARD,PALATINE BRIDGE,NY,PRIMARY,42.91,-74.57,0.19,-0.7,0.68,NA,US,"Palatine Bridge, NY",NA-US-NY-PALATINE BRIDGE,FALSE,635,1105,18173085,
11567,13131,STANDARD,PARISH,NY,PRIMARY,43.4,-76.12,0.17,-0.7,0.68,NA,US,"Parish, NY",NA-US-NY-PARISH,FALSE,1720,3092,58676052,
11569,13672,STANDARD,PARISHVILLE,NY,PRIMARY,44.63,-74.82,0.18,-0.68,0.7,NA,US,"Parishville, NY",NA-US-NY-PARISHVILLE,FALSE,374,625,10521205,
11570,12137,STANDARD,PATTERSONVILLE,NY,PRIMARY,42.84,-74.13,0.2,-0.7,0.68,NA,US,"Pattersonville, NY",NA-US-NY-PATTERSONVILLE,FALSE,918,1611,39428031,
11574,13132,STANDARD,PENNELLVILLE,NY,PRIMARY,43.26,-76.24,0.17,-0.7,0.68,NA,US,"Pennellville, NY",NA-US-NY-PENNELLVILLE,FALSE,1968,3516,72968697,
11575,12972,STANDARD,PERU,NY,PRIMARY,44.58,-73.53,0.2,-0.68,0.7,NA,US,"Peru, NY",NA-US-NY-PERU,FALSE,3005,5527,117490928,
11579,12138,STANDARD,PETERSBURG,NY,PRIMARY,42.72,-73.36,0.21,-0.7,0.67,NA,US,"Petersburg, NY",NA-US-NY-PETERSBURG,FALSE,1354,2425,49760744,
11583,13673,STANDARD,PHILADELPHIA,NY,PRIMARY,44.15,-75.7,0.17,-0.69,0.69,NA,US,"Philadelphia, NY",NA-US-NY-PHILADELPHIA,FALSE,1002,1866,32240670,
11585,13135,STANDARD,PHOENIX,NY,PRIMARY,43.23,-76.29,0.17,-0.7,0.68,NA,US,"Phoenix, NY",NA-US-NY-PHOENIX,FALSE,3107,5559,117704026,
11595,12901,STANDARD,PLATTSBURGH,NY,PRIMARY,44.69,-73.45,0.2,-0.68,0.7,NA,US,"Plattsburgh, NY",NA-US-NY-PLATTSBURGH,FALSE,14502,23334,470826261,
11598,12903,STANDARD,PLATTSBURGH,NY,PRIMARY,44.69,-73.45,0.2,-0.68,0.7,NA,US,"Plattsburgh, NY",NA-US-NY-PLATTSBURGH,FALSE,660,1025,21466230,
11599,13832,STANDARD,PLYMOUTH,NY,PRIMARY,42.61,-75.6,0.18,-0.71,0.67,NA,US,"Plymouth, NY",NA-US-NY-PLYMOUTH,FALSE,302,549,7667352,
11601,12140,STANDARD,POESTENKILL,NY,PRIMARY,42.69,-73.56,0.2,-0.7,0.67,NA,US,"Poestenkill, NY",NA-US-NY-POESTENKILL,FALSE,866,1561,40462741,
11602,13431,STANDARD,POLAND,NY,PRIMARY,43.22,-75.06,0.18,-0.7,0.68,NA,US,"Poland, NY",NA-US-NY-POLAND,FALSE,899,1641,31559051,
11607,13140,STANDARD,PORT BYRON,NY,PRIMARY,43.03,-76.62,0.16,-0.71,0.68,NA,US,"Port Byron, NY",NA-US-NY-PORT BYRON,FALSE,2034,3556,59736143,
11609,13833,STANDARD,PORT CRANE,NY,PRIMARY,42.16,-75.83,0.18,-0.71,0.67,NA,US,"Port Crane, NY",NA-US-NY-PORT CRANE,FALSE,2016,3541,67292147,
11613,12859,STANDARD,PORTER CORNERS,NY,PRIMARY,43.14,-73.88,0.2,-0.7,0.68,NA,US,"Porter Corners, NY",NA-US-NY-PORTER CORNERS,FALSE,1005,1819,39557610,
11615,12974,STANDARD,PORT HENRY,NY,PRIMARY,44.04,-73.46,0.2,-0.68,0.69,NA,US,"Port Henry, NY",NA-US-NY-PORT HENRY,FALSE,736,1235,20572180,
11618,13433,STANDARD,PORT LEYDEN,NY,PRIMARY,43.58,-75.34,0.18,-0.7,0.68,NA,US,"Port Leyden, NY",NA-US-NY-PORT LEYDEN,FALSE,715,1261,17579742,
11623,13676,STANDARD,POTSDAM,NY,PRIMARY,44.66,-74.98,0.18,-0.68,0.7,NA,US,"Potsdam, NY",NA-US-NY-POTSDAM,FALSE,5068,8585,171680430,
11633,12860,STANDARD,POTTERSVILLE,NY,PRIMARY,43.69,-73.75,0.2,-0.69,0.69,NA,US,"Pottersville, NY",NA-US-NY-POTTERSVILLE,FALSE,394,664,8754288,
11634,13141,STANDARD,PREBLE,NY,PRIMARY,42.73,-76.14,0.17,-0.71,0.67,NA,US,"Preble, NY",NA-US-NY-PREBLE,FALSE,356,596,10957863,
11636,13142,STANDARD,PULASKI,NY,PRIMARY,43.56,-76.12,0.17,-0.7,0.68,NA,US,"Pulaski, NY",NA-US-NY-PULASKI,FALSE,2865,5052,92214071,
11639,12861,STANDARD,PUTNAM STATION,NY,PRIMARY,43.75,-73.41,0.2,-0.69,0.69,NA,US,"Putnam Station, NY",NA-US-NY-PUTNAM STATION,FALSE,278,496,10955591,
11646,12143,STANDARD,RAVENA,NY,PRIMARY,42.47,-73.81,0.2,-0.7,0.67,NA,US,"Ravena, NY",NA-US-NY-RAVENA,FALSE,2562,4366,95785638,
11649,13143,STANDARD,RED CREEK,NY,PRIMARY,43.24,-76.72,0.16,-0.7,0.68,NA,US,"Red Creek, NY",NA-US-NY-RED CREEK,FALSE,1244,2244,38693619,
11652,13679,STANDARD,REDWOOD,NY,PRIMARY,44.32,-75.77,0.17,-0.69,0.69,NA,US,"Redwood, NY",NA-US-NY-REDWOOD,FALSE,818,1510,25696407,
11653,13438,STANDARD,REMSEN,NY,PRIMARY,43.32,-75.18,0.18,-0.7,0.68,NA,US,"Remsen, NY",NA-US-NY-REMSEN,FALSE,1665,2899,57511036,
11655,12144,STANDARD,RENSSELAER,NY,PRIMARY,42.64,-73.73,0.2,-0.7,0.67,NA,US,"Rensselaer, NY",NA-US-NY-RENSSELAER,FALSE,10317,16674,405944393,
11657,13680,STANDARD,RENSSELAER FALLS,NY,PRIMARY,44.59,-75.32,0.18,-0.68,0.7,NA,US,"Rensselaer Falls, NY",NA-US-NY-RENSSELAER FALLS,FALSE,458,838,13691280,
11659,12147,STANDARD,RENSSELAERVILLE,NY,PRIMARY,42.51,-74.15,0.2,-0.7,0.67,NA,US,"Rensselaerville, NY",NA-US-NY-RENSSELAERVILLE,FALSE,303,513,10881138,
11661,12148,STANDARD,REXFORD,NY,PRIMARY,42.84,-73.85,0.2,-0.7,0.68,NA,US,"Rexford, NY",NA-US-NY-REXFORD,FALSE,2224,4162,140300409,
11666,13439,STANDARD,RICHFIELD SPRINGS,NY,PRIMARY,42.85,-74.98,0.18,-0.7,0.68,NA,US,"Richfield Springs, NY",NA-US-NY-RICHFIELD SPRINGS,FALSE,1828,3180,48960238,
11674,13835,STANDARD,RICHFORD,NY,PRIMARY,42.35,-76.2,0.17,-0.71,0.67,NA,US,"Richford, NY",NA-US-NY-RICHFORD,FALSE,653,1129,19748141,
11676,13144,STANDARD,RICHLAND,NY,PRIMARY,43.57,-75.97,0.17,-0.7,0.68,NA,US,"Richland, NY",NA-US-NY-RICHLAND,FALSE,542,991,15472083,
11677,12149,STANDARD,RICHMONDVILLE,NY,PRIMARY,42.63,-74.56,0.19,-0.7,0.67,NA,US,"Richmondville, NY",NA-US-NY-RICHMONDVILLE,FALSE,961,1687,31303845,
11679,13681,STANDARD,RICHVILLE,NY,PRIMARY,44.41,-75.39,0.18,-0.69,0.69,NA,US,"Richville, NY",NA-US-NY-RICHVILLE,FALSE,373,725,11305129,
11681,12863,STANDARD,ROCK CITY FALLS,NY,PRIMARY,43.06,-73.92,0.2,-0.7,0.68,NA,US,"Rock City Falls, NY",NA-US-NY-ROCK CITY FALLS,FALSE,323,529,11269475,
11683,13682,STANDARD,RODMAN,NY,PRIMARY,43.81,-75.81,0.17,-0.69,0.69,NA,US,"Rodman, NY",NA-US-NY-RODMAN,FALSE,417,771,15357700,
